Rank,Name,Platform,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d,Cluster
100,JOE,Avalanche C-Chain,-0.16239125538756358,-0.14494713470007686,"336,436,965 JOE *",-0.09727429405843892,-0.2623696419171777,-1.2505296030354944,-1.3699685977312326,0
101,SafePal,BNB Smart Chain (BEP20),-0.1626967302438665,-0.14496120678724717,"369,666,536 SFP *",-0.10518226751141993,-0.3871962331270673,-0.23153164413865943,-0.3635136141604107,0
102,Tribe,Ethereum,-0.16291127078127218,-0.1449974468276377,"515,323,065 TRIBE *",-0.10815483898470109,0.10076225978431924,0.8437793598551057,1.0319393078457597,1
103,Livepeer,Ethereum,-0.1631992650585268,-0.14344692656176614,"27,725,324 LPT *",-0.10420554899722813,-0.17158666649180346,0.0366257134657708,-0.28633148351847654,0
104,Dogelon Mars,Ethereum,-0.16372816237255355,-0.145086707349818,"549,652,770,159,583 ELON *",-0.10711671691437981,-0.3758483611988955,-0.11354240679271013,-0.6712130416529217,0
105,Keep Network,Ethereum,-0.16448181154062336,-0.1450411350647941,"945,838,054 KEEP *",-0.10821159865951337,-0.8524589821821104,-0.2744368213553683,0.1921977264615156,0
106,Amp,Ethereum,-0.16477060543674316,-0.14508569942185467,"42,227,702,186 AMP *",-0.10348059012737791,0.32771969834775483,0.06344144922621373,-0.01979585903499689,1
107,Storj,Ethereum,-0.16483285492663863,-0.14498390465169975,"412,937,122 STORJ *",-0.10278483466221759,-0.11484730685094459,-0.31197885141998843,-0.15254912373912383,0
108,OriginTrail,Ethereum,-0.16484025679317713,-0.14497887049499236,"393,600,188 TRAC *",-0.10759274070347039,0.13480587556883458,0.48444850066516926,-0.19577111689860696,1
109,Illuvium,Ethereum,-0.16620295735789742,-0.12988414296476172,"2,626,740 ILV *",-0.10210648488962774,-0.6708930313313618,-0.33074986645229865,-0.8142572571093065,0
110,Multichain,Ethereum,-0.16643066181059135,-0.1423694403893104,"14,541,094 MULTI *",-0.10600670900456881,-0.6028057997623311,-1.3282952367407788,-0.4571612660059574,0
111,UMA,Ethereum,-0.16651000652874534,-0.14453324458809447,"71,057,504 UMA *",-0.10367553122545649,-0.06945581913825745,0.21897271663678328,0.06561903220874345,1
112,Stargate Finance,Ethereum,-0.167517376600032,-0.14487512565150235,"177,282,427 STG *",-0.10106006194475467,0.1234580036406628,-0.059910935271824166,-1.3195429390451692,0
113,Aragon,Ethereum,-0.16788496754328283,-0.14416525067673663,"40,029,852 ANT *",-0.10275276744631193,-0.8297632383257667,-1.5884078736170764,-0.02082495411022284,0
114,Cocos-BCX,Ethereum,-0.16795935829904474,-0.1445715159548757,"71,051,748 COCOS *",-0.0531963672255477,-0.65954515940319,0.9698133179291879,2.2256895951076756,1
115,Polymesh,,-0.16795748618438688,-0.14502774008642066,"622,461,225 POLYX *",-0.0623576024517634,-2.282290845131754,-2.5457296402648923,2.6167457236934757,0
116,iExec RLC,Ethereum,-0.16843685681537754,-0.14464511473714725,"80,999,785 RLC *",-0.10596454311927207,-0.1602387945636317,0.012491551281371999,-0.49420868871408574,0
117,PlayDapp,Ethereum,-0.16869097361380878,-0.1450223232160455,"548,992,304 PLA *",-0.09185335137147475,-0.5687621839778159,0.1304807886273213,0.4113949774846088,1
118,Lido Staked ETH,Ethereum,1.6127553240010335,0.3962146724688553,"6,129,651 stETH *",-0.10058433504502311,-0.28506538577352125,0.44154332344846037,-0.018766763959771122,1
119,HEX,Ethereum,1.461843534518133,-0.14506917620083956,"173,411,074,413 HEX *",-0.10271880874766692,0.577372880767534,0.5809851494027641,-0.9634760430170459,1
120,Bitcoin BEP2,BNB Beacon Chain (BEP2),0.044422954747789345,7.922747038250026,"53,056 BTCB *",-0.09884754368924395,-0.024064331425570327,0.527353677881878,0.33935832221880347,2
121,Frax,Ethereum,-0.02225037563460054,-0.1447930188500002,"1,039,141,409 FRAX *",-0.10305310616592084,0.10076225978431924,0.704337533900802,1.015473786642147,1
122,Wrapped BNB,BNB Smart Chain (BEP20),-0.055052189266916074,-0.04833963615915608,"2,529,767 WBNB *",-0.03592834712515719,0.08941438785614747,0.6104824587392516,0.7067452640744103,1
123,BitTorrent,Tron10,-0.07285157324139288,-0.14508649334663878,"990,000,000,000 BTTOLD *",-0.1083949553753531,0.21424097906603704,0.6641139302601374,1.0278229275448567,1
124,FTX Token,BNB Beacon Chain (BEP2),-0.10131655418562474,-0.14460095546778431,"328,895,104 FTT *",-0.09997417043987009,0.40715480184495734,-0.33611301360438733,0.2220414836430636,1
125,Bitget Token,Ethereum,-0.10306435391181777,-0.14497507279782715,"1,400,000,000 BGB *",-0.10141440224336086,0.05537077207163212,2.5036734034265287,-0.32852438160273373,1
126,Tether Gold,Ethereum,-0.10978045421085236,0.43863406661889576,"246,524 XAUT *",-0.10374802983445483,0.16884949135334992,0.7418795639654222,1.0514921142750497,1
128,Baby Doge Coin,Ethereum,-0.13311313986248674,-0.14508670742989993,"115,113,333,036,839,000 BabyDoge *",-0.10302216573692147,0.38445905798861374,0.26724104100558077,-0.5158196852938274,0
129,USDJ,Tron20,-0.13892222153888034,-0.14475698488620004,"273,194,517 USDJ *",-0.10787182936147406,0.15750161942517815,0.7686952997258653,1.1914490445057573,1
130,Liquity USD,Ethereum,-0.14425656590030927,-0.14478642439910866,"268,147,242 LUSD *",-0.10800854659478852,0.1915452352096935,0.7928294619102639,1.261427509621111,1
131,Huobi BTC,Ethereum,-0.1485664727611306,7.930159907600419,"8,969 HBTC *",-0.10850240020410531,0.009979284358945012,0.6131640323152957,0.33832922714357766,2
132,GensoKishi Metaverse,Ethereum,-0.15212428000500577,-0.14504817110837928,"1,709,312,901 MV *",-0.1075433355288139,0.4525462895576444,-0.0867266710322671,0.6727851265919593,1
133,TemDAO,Ethereum,-0.15383076140341873,-0.1450843931906669,"27,105,282,561 TEM *",-0.10405763352774942,-1.9645504311429447,-6.206077571565365,-5.472970662656455,0
134,Astrafer,Ethereum,-0.15393740340015605,-0.14468633005521933,"156,417,090 ASTRAFER *",-0.10849869510086793,-0.18293453841997526,0.41204601411197306,0.09649188446551721,1
135,LUKSO,Ethereum,-0.15422412100321448,-0.1411064852855303,"15,575,916 LYXe *",-0.10731004252920848,0.0667186439998039,-0.6659465634578364,0.8312657681767309,1
136,Edgecoin,Stellar,-0.1543108188598842,-0.1447923123016904,"210,000,000 EDGT *",-0.09602589076245469,0.22558885099420883,0.7955110354863083,1.1914490445057573,1
137,Gains Network,Polygon,-0.15850411956225285,-0.14330856085109558,"30,453,619 GNS *",-0.09992750183813265,-0.19428241034814706,-0.4219233680378049,-1.0828510717432376,0
138,inSure DeFi,Ethereum,-0.16345858345356412,-0.14508502820096036,"26,790,063,175 SURE *",-0.1065259387412522,-0.0013685875692267771,-0.21007905553030498,0.06253174698306616,0
139,Telcoin,Ethereum,-0.16428266905840824,-0.14508605770072677,"66,918,608,093 TEL *",-0.10802844577815894,0.0667186439998039,-0.21544220268239359,-0.5250815409708595,0
140,STASIS EURO,Ethereum,-0.1663062454287931,-0.14476581674007263,"124,125,940 EURS *",-0.10278929433286638,0.1801973632815217,0.8008741826383968,1.1739544282269188,1
141,Locus Chain,Ethereum,-0.16891438792356817,-0.14506992102051616,"2,081,062,787 LOCUS *",-0.10811579012116086,-1.4765919382315582,-0.963601230398754,4.372381922028672,1
142,MetisDAO,Ethereum,-0.16895659421971043,-0.13725285304579105,"4,450,490 METIS *",-0.10663324303815432,-0.5347185681933004,-0.5774546354483744,-0.9428941415125303,0
143,Synapse,Ethereum,-0.1689534121999425,-0.14483726643790185,"139,773,376 SYN *",-0.08968416376974819,0.577372880767534,1.726017066373681,-0.4664231216829895,1
144,VVS Finance,Ethereum,-0.16912077234854872,-0.14508670642806684,"34,457,815,420,161 VVS *",-0.10809190033966838,-0.035412203353742115,0.35305139543899844,0.4875480130513172,1
145,Pundi X (New),Ethereum,-0.1691585375247679,-0.14495328755827477,"258,491,637 PUNDIX *",-0.10602346964328674,0.22558885099420883,-0.10549768606457728,0.2066050575146767,1
146,Axelar,Ethereum,-0.16925681220106012,-0.14494130567652094,"235,917,468 AXL *",-0.1067829676969466,0.1915452352096935,-0.11086083321666589,0.3053981847363524,1
147,Wrapped Everscale,Everscale,-0.16925753097933677,-0.1450675540836783,"1,791,116,049 WEVER *",-0.108493398569382,0.14615374749700638,0.4522696177526376,0.8755168564114398,1
148,API3,Ethereum,-0.16925576686514904,-0.14465983449360156,"80,187,931 API3 *",-0.10596879642333015,-0.058107947210085664,0.38254870477548575,-0.21326573317744538,1
149,Kyber Network Crystal v2,Ethereum,-0.1695278010374293,-0.14488472293271057,"167,375,567 KNC *",-0.1025276189637494,0.1915452352096935,-0.0035978901748938284,0.027542514425389325,1
150,Braintrust,Ethereum,-0.16971801191271943,-0.1448463338078777,"139,174,442 BTRST *",-0.10818822099633954,0.2369367229223806,0.4147275876880174,0.3969876464314477,1
151,DeXe,Ethereum,-0.1702329701364861,-0.14419469018964529,"36,472,993 DEXE *",-0.10663866490885791,0.520633521126675,0.2886936296139352,1.333464164886916,1
152,Merit Circle,Ethereum,-0.17030099317814,-0.14500145060139327,"379,795,327 MC *",-0.10691390539966868,-0.21697815420449057,-0.10817925964062153,-1.11886939937614,0
153,RSK Infrastructure Framework,RSK RBTC,-0.17037289289347304,-0.1450531169465479,"960,040,002 RIF *",-0.1057791410952895,0.8610696789718285,0.4656774856328591,-0.006417623057061731,1
154,Smooth Love Potion,Ethereum,-0.17059017194575757,-0.1450859528960608,"42,217,125,998 SLP *",-0.10262176897306007,-0.4893270804806133,-0.25834737989910245,-0.012592193508416519,0
155,Hashflow,Ethereum,-0.17046675233161168,-0.1449213751262818,"194,008,424 HFT *",-0.09645036784874046,-0.27371751384534954,-0.8804724495413805,-1.3102810833681366,0
156,Coin98,Ethereum,-0.17068730111410504,-0.14501896711157392,"467,499,991 C98 *",-0.09985174061131688,0.0667186439998039,-0.10281611248853292,-0.9408359513620783,0
157,LooksRare,Ethereum,-0.17072636660959373,-0.145047935592276,"814,728,329 LOOKS *",-0.10545309264342655,-0.19428241034814706,-0.29857098353976697,-0.8142572571093065,0
158,Chromia,Ethereum,-0.17086178545940203,-0.14504104674625537,"686,549,902 CHR *",-0.10344317320577276,-0.43258772083975444,-0.33074986645229865,-0.6845912776308569,0
159,Ultra,Ethereum,-0.17090691048422532,-0.14499356081193376,"335,602,984 UOS *",-0.10748926558297063,1.2809409403141843,0.8169636240946626,-0.4170265580721517,1
160,Artificial Liquid Intelligence,Ethereum,-0.17095900521394264,-0.14507801983051732,"3,588,163,660 ALI *",-0.10737780356898957,0.38445905798861374,0.0366257134657708,0.3414165123692552,1
161,Venus USDC,BNB Smart Chain (BEP20),-0.17107041281130542,-0.1450802189621316,"4,771,015,133 vUSDC *",-0.09649815564106798,0.15750161942517815,0.7713768733019095,1.201739995258015,1
162,Galxe,Ethereum,-0.17113451204889746,-0.14460684337036606,"64,474,999 GAL *",-0.1012302491803705,-0.08080369106642925,0.0661230228022581,-1.075647406216657,0
163,Numeraire,Ethereum,-0.17115490544535844,-0.14014086926212735,"6,227,972 NMR *",-0.10557569592120017,0.009979284358945012,-0.025050478783248144,-0.15049093358867227,0
164,FLEX,Ethereum,-0.17116032192455669,-0.1447746485939452,"98,664,980 FLEX *",-0.10796262623019898,0.1801973632815217,-0.3173419985720772,-2.7561596640603714,0
165,tomiNet,Ethereum,-0.17138255685640139,-0.14432128009515235,"39,642,453 TOMI *",-0.10191073035268704,-1.4538961943752144,0.4603143384807705,1.6802692052380073,1
166,ConstitutionDAO,Ethereum,-0.17121288955574074,-0.1450806399471662,"5,060,137,335 PEOPLE *",-0.1020700814432119,-0.23967389806083414,0.09293875856270113,-0.36660089938608803,0
167,Status,Ethereum,-0.17138254167882053,-0.14507881764131716,"3,852,233,951 SNT *",-0.10768529422032169,0.009979284358945012,0.05807830207412524,0.47211158692293037,1
168,Civic,Ethereum,-0.1714108282161478,-0.14505638473248078,"1,000,000,000 CVC *",-0.1025904050494313,-1.1021121646018892,-0.4541022509503365,0.3640566040242224,0
169,APENFT,Ethereum,-0.17144679317151318,-0.14508670732152662,"277,080,562,500,000 NFT *",-0.10194838212706872,0.0667186439998039,0.5327168250339667,0.6841051724194429,1
170,MiL.k,,-0.17145277857034757,-0.1449779873096051,"278,346,038 MLK *",-0.0626799812498647,-1.4085047066625274,-2.642266289002487,-0.6578348056749862,0
171,Voyager Token,Ethereum,-0.17161666624821745,-0.14497913545060853,"278,482,214 VGX *",-0.09646297583459026,1.0085920140380615,1.5543963575068458,1.6246980711758143,1
172,Metars Genesis,BNB Smart Chain (BEP20),-0.171955014945839,-0.1446186191755295,"62,850,000 MRS *",-0.1084628411213255,0.1801973632815217,1.7099276249174153,1.7461312900524575,1
173,Dent,Ethereum,-0.17231537177476083,-0.1450864178637277,"99,007,791,203 DENT *",-0.10650931863438438,-0.08080369106642925,-0.07331880315204563,-0.5487507277010527,0
174,Ontology Gas,BNB Smart Chain (BEP20),-0.1724885481321159,-0.1450035113672969,"340,810,102 ONG *",-0.10704194510775199,0.1915452352096935,-0.019687331631159537,0.23747790977145045,1
175,Radiant Capital,Arbitrum,-0.17254675048013451,-0.14497748683788567,"258,594,646 RDNT *",-0.08061617712331812,-0.18293453841997526,-1.5830447264649878,-0.3789500402887974,0
176,MOBOX,BNB Smart Chain (BEP20),-0.17260541774141944,-0.1449377140559461,"188,842,120 MBOX *",-0.10336246107985916,-0.012716459497398568,0.562214134370454,0.742763591707313,1
177,Gitcoin,Ethereum,-0.1726350589177793,-0.14462450707811123,"60,690,901 GTC *",-0.10292213364674942,0.11211013171249103,0.2913752031899795,-0.6568057105997607,0
178,STP,Ethereum,-0.17296295697227798,-0.14507256174482408,"1,942,420,283 STPT *",-0.10277323065616183,-0.17158666649180346,-1.2827084859480258,0.19116863138628984,0
179,Vulcan Forged PYR,Ethereum,-0.1730729755813462,-0.14408282004059247,"27,182,227 PYR *",-0.10547082054641012,-0.8184153663975949,-0.547957326111887,-0.6434274746218255,0
180,Hooked Protocol,,-0.17312719005993538,-0.14454207644196707,"50,000,000 HOOK *",-0.09258564385161117,0.11211013171249103,-0.271755247779324,-0.8626247256449185,0
181,USDX [Kava],,-0.1731482467965619,-0.1448435076146385,"111,567,264 USDX *",-0.10784286017653434,10.813153359978477,0.6480244888038716,1.9334265937435513,4
182,Request,Ethereum,-0.1731420882135417,-0.14505955536802104,"999,755,995 REQ *",-0.10789187224182634,0.07806651592797569,-0.15644758400941902,0.07899726818667879,0
183,Ren,Ethereum,-0.17320655363024245,-0.14505965546236493,"999,037,500 REN *",-0.10000724543372791,0.2369367229223806,0.0714861699543467,-0.851304679817435,0
184,Prom,Ethereum,-0.17326020765668793,-0.14361178783405446,"18,250,000 PROM *",-0.10424743508487734,-0.8297632383257667,0.7633321525737767,0.8683131908848593,1
185,Venus,BNB Smart Chain (BEP20),-0.1733357191569732,-0.14328795319205956,"14,881,663 XVS *",-0.10465030381664271,-0.20563028227631885,-0.25298423274701387,-0.9079049089548534,0
186,Humanscape,Ethereum,-0.17338485857205144,-0.14505747693840967,"913,409,274 HUM *",-0.10797951917142444,-0.3191090015580366,0.47104063278494773,0.7386472114064098,1
187,MVL,Ethereum,-0.17348296102274197,-0.14508554721957292,"22,852,958,863 MVL *",-0.1076856569444213,0.08941438785614747,1.1897023511648206,0.20454686736422517,1
188,dKargo,Ethereum,-0.17349050683665257,-0.14507621813232732,"2,527,083,333 DKA *",-0.1066184922581035,-0.7730238786849077,0.22701743736491625,0.6377958940342824,1
189,Pendle,Ethereum,-0.17360867996050586,-0.14495540720320418,"200,197,450 PENDLE *",-0.10686674367040314,-0.1602387945636317,0.24578845239722633,-1.2217789068987188,0
190,Covalent,Ethereum,-0.1739088333971959,-0.1450410173067425,"563,120,038 CQT *",-0.10709120088818944,-0.7049366471158771,-0.12426870109688735,-0.07948337339809268,0
191,Ribbon Finance,Ethereum,-0.1739471791558239,-0.14503863270619688,"533,852,581 RBN *",-0.10830149093358149,0.0667186439998039,-0.0035978901748938284,-0.6043218617632452,0
192,Orbs,Ethereum,-0.1740289581981835,-0.14507784024948858,"2,876,767,039 ORBS *",-0.10336885591206556,-0.12619517877911637,-0.6257229598171717,0.5256245308346714,0
193,VeThor Token,VeChain,-0.17413422973925136,-0.14508629704396672,"61,702,761,474 VTHO *",-0.1076938672962048,0.5887207526957058,0.3691408368952642,0.9352043707745356,1
194,Wilder World,Ethereum,-0.17424425665604806,-0.14498664252640023,"250,993,860 WILD *",-0.10812373966608739,-0.1488909226354599,0.1948385544523846,-0.2214984937792517,0
195,NYM,Ethereum,-0.17442411242709274,-0.14502400126828127,"395,303,814 NYM *",-0.10791089215159402,0.03267502821528856,0.17070439226798592,0.0069606129208736114,1
196,Powerledger,Ethereum,-0.17442214141851328,-0.14503512940416075,"480,486,600 POWR *",-0.10534287199412147,-0.6368494155468464,-0.3816997643971405,-0.017737668884545355,0
197,WINkLink,Tron20,-0.17446652050517839,-0.1450866817418577,"961,737,300,000 WIN *",-0.10506544819542317,0.21424097906603704,0.4978563685453907,0.7005706936230556,1
198,AVINOC,Ethereum,-0.17455183720199002,-0.14502364799412637,"389,244,472 AVINOC *",-0.10843413400929545,0.11211013171249103,-5.844065138799384,3.2156790574748846,0
199,MARBLEX,Klaytn,-0.1746884335125449,-0.14462156312682037,"52,330,415 MBX *",-0.10651901406598932,-0.22832602613266237,-1.0065064076154628,-2.4669839479219244,0
200,Augur,Ethereum,-0.17483228630439004,-0.14290229557295653,"11,000,000 REP *",-0.10688368092347324,0.1915452352096935,0.27260418815766935,0.1355974973240973,1
